fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,categoria
9.9,0.5,0.24,2.3,0.103,6.0,14.0,0.9978,3.34,0.52,10.0,bajo
6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,bajo
7.2,0.415,0.36,2.0,0.081,13.0,45.0,0.9972,3.48,0.64,9.2,medio
7.7,0.69,0.49,1.8,0.115,20.0,112.0,0.9968,3.21,0.71,9.3,medio
8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,premium
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,9.0,medio
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,medio
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,medio
13.2,0.38,0.55,2.7,0.081,5.0,16.0,1.0006,2.98,0.54,9.4,medio
9.3,0.4,0.49,2.5,0.085,38.0,142.0,0.9978,3.22,0.55,9.4,medio
9.0,0.48,0.32,2.8,0.084,21.0,122.0,0.9984,3.32,0.62,9.4,medio
8.9,0.565,0.34,3.0,0.093,16.0,112.0,0.9998,3.38,0.61,9.5,medio
5.0,0.42,0.24,2.0,0.06,19.0,50.0,0.9917,3.72,0.74,14.0,premium
6.9,0.55,0.15,2.2,0.076,19.0,40.0,0.9961,3.41,0.59,10.1,medio
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,medio
6.2,0.6,0.08,2.0,0.09,32.0,44.0,0.9949,3.45,0.58,10.5,medio
6.8,0.63,0.12,3.8,0.099,16.0,126.0,0.9969,3.28,0.61,9.5,medio
7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,medio
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,medio
6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,medio
8.9,0.875,0.13,3.45,0.088,4.0,14.0,0.9994,3.44,0.52,11.5,medio
6.6,0.39,0.49,1.7,0.07,23.0,149.0,0.9922,3.12,0.5,11.5,medio
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,medio
6.7,0.86,0.07,2.0,0.1,20.0,57.0,0.99598,3.6,0.74,11.7,medio
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,medio
6.7,1.04,0.08,2.3,0.067,19.0,32.0,0.99648,3.52,0.57,11.0,bajo
8.8,0.64,0.17,2.9,0.084,25.0,130.0,0.99818,3.23,0.54,9.6,medio
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,bajo
8.7,0.82,0.02,1.2,0.07,36.0,48.0,0.9952,3.2,0.58,9.8,medio
6.2,0.51,0.14,1.9,0.0559999999999999,15.0,34.0,0.99396,3.48,0.57,11.5,medio
9.9,0.35,0.55,2.1,0.062,5.0,14.0,0.9971,3.26,0.79,10.6,medio
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,premium
8.1,0.785,0.52,2.0,0.122,37.0,153.0,0.9969,3.21,0.69,9.3,medio
9.8,1.24,0.34,2.0,0.079,32.0,151.0,0.998,3.15,0.53,9.5,medio
8.4,0.62,0.09,2.2,0.084,11.0,108.0,0.9964,3.15,0.66,9.8,medio
8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,premium
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,medio
5.6,0.31,0.37,1.4,0.074,12.0,96.0,0.9954,3.32,0.58,9.2,medio
9.0,0.45,0.49,2.6,0.084,21.0,75.0,0.9987,3.35,0.57,9.7,medio
8.9,0.61,0.49,2.0,0.27,23.0,110.0,0.9972,3.12,1.02,9.3,medio
8.0,0.5,0.39,2.6,0.0819999999999999,12.0,46.0,0.9985,3.43,0.62,10.7,medio
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,medio
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,10.2,medio
11.7,0.45,0.63,2.2,0.073,7.0,23.0,0.99974,3.21,0.69,10.9,medio
8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,medio
7.5,0.9083929310168988,0.04260914750469411,2.411309770056329,0.08485218295009388,5.573908524953059,12.0,0.9963279958429568,3.425218295009388,0.5368700622551635,10.33913721257041,bajo
6.022895193384958,0.73017532669766,0.04558034922997214,1.8561222681136489,0.08133545850542619,5.77742358242897,12.77742358242897,0.9951625126624082,3.6332908298914766,0.6155484716485794,10.344834059328132,bajo
9.013972883517654,0.7479619966058181,0.20793303203908503,2.2536380437130785,0.08991629004885629,20.65357436873197,105.91049713550969,0.998707276087426,3.2670959325276483,0.9296072310619592,9.972633524299354,bajo
7.035138145266066,0.49162061824464465,0.0,2.4270164915687693,0.06591896908776777,7.432412364892894,14.648618547339339,0.9951386501035453,3.405405154561161,0.5778379381755355,10.997292782100901,bajo
6.626697589153988,0.7636651205423006,0.01706790356615949,1.8439814465076076,0.07536111320954354,6.0,12.146604821692026,0.9960938270858829,3.5558641928676806,0.6270679035661595,9.9573302410846,bajo
7.246002149392282,1.0258688877053581,0.025666308434619645,4.99432294460397,0.08930010746961402,3.973347662615214,14.0,0.9973597227296648,3.5119349812007497,0.5297334766261522,10.443336915653802,bajo
7.780189469635849,0.7216929818938681,0.020990526518207504,2.5964877231216974,0.09692975446243395,13.233228072424527,27.16614036212264,0.9975667719275755,3.400319649415189,0.5089778952091508,9.926519301394338,bajo
7.404480292730886,0.8804866998655723,0.0,2.1162610834453566,0.08648783250336069,14.67477833109287,25.162610834453563,0.9963638775810879,3.462112808210108,0.4976825124495896,10.269911332437148,bajo
7.5,1.0657298679160414,0.08631385219890039,2.9357662263868045,0.085726277043978,5.136861478010996,12.0,0.9959259125597701,3.5126277043978007,0.5849452374187905,10.994707782983506,bajo
7.619640031361583,1.0294573775764682,0.13589200940847496,3.4828481003570664,0.08169295887098299,4.760719937276834,11.760719937276834,0.9957832503956094,3.5088935918459883,0.5952143987455366,11.295712025089266,bajo
8.53076300714681,0.3760353713050286,0.2991712984205197,2.5917129842051967,0.06771005558104624,27.526629612635844,48.23668519368208,0.996313843353216,3.34005962640081,0.5471005558104624,9.905325922527169,bajo
8.66154055952282,0.586000363650622,0.2944616223809128,2.726154965078837,0.08606156783331947,18.01536923016599,46.18461258730291,0.9974301564196814,3.275692069920747,0.5127691888095436,9.364614405556019,bajo
6.8673001350608445,0.826907313013123,0.0,3.036628085416367,0.09640811126117868,3.8162225223574313,13.408111261178716,0.9959903545990141,3.6240811126117873,0.5873510991057027,11.173510991057027,bajo
7.214759928629655,0.6764978175329969,0.01299563506599373,2.350654740100941,0.0667467262994953,9.700436493400627,20.0,0.9959326464403455,3.2680611090760876,0.897886511715837,10.110567441420814,bajo
6.6124543586749605,0.891172409747432,0.082918188044168,2.76691008706688,0.08334185304734082,17.540905977915997,31.7081811955832,0.9965733820174134,3.514163623911664,0.59918188044168,11.0,bajo
6.4408334939820575,0.7729583253008971,0.009633339759282307,1.9554999036107654,0.06867000578335408,6.0,12.518333012035885,0.996331733127703,3.5707333204814353,0.6196333397592823,9.975916650601794,bajo
7.870817373828844,0.7635157806415666,0.23904397116087855,2.0,0.08824402481975549,13.866037229633237,59.53585108146705,0.9967696223377799,3.32511950360489,0.5813396277036676,10.022012409877746,bajo
6.160339707836346,0.6598136108199509,0.021152530928899797,1.617966254281336,0.08117966254281336,6.0,12.70508436429666,0.9954931532061239,3.5656269965749314,0.5816609673585658,9.982033745718663,bajo
6.268493187594468,0.9988584468734255,0.08477034779745182,1.8974483088605758,0.059923449265817275,33.53827536709136,85.24872415443029,0.9955908139118981,3.670408270582308,0.5197958647088461,10.698979323544231,bajo
7.3302525290190985,0.9271133832922307,0.11595808167439267,2.0,0.08468823229686631,11.669747470980901,65.6789898839236,0.9959373197002467,3.3301848482588543,0.5603696965177082,9.53210101160764,bajo
5.5655481555117285,0.6297717726969072,0.19835348354328403,7.90380378838488,0.05008993339960556,21.205814557089496,100.8353483543284,0.9948858524585825,3.495503330019722,0.5252438524409383,11.06554815551173,bajo
9.464321695767897,0.3111782956394044,0.2837480608831328,2.0477906956761167,0.06080523260809708,14.761046521619416,37.52209304323883,0.9960030116261085,3.2655155043422393,0.4874631782612686,9.22389534783806,bajo
6.622312904943182,0.7043873530977607,0.22137574958622996,2.0405202086781418,0.06946474574368315,9.784393739655748,63.81040417356284,0.9952557694892419,3.5371732729366645,0.5124161669425134,11.137166886378676,bajo
6.571441907561503,0.8214512428545555,0.08428526974794989,2.985643159671983,0.0909975105885194,16.85736512602505,31.57147302520501,0.9966171286319344,3.5114294605041003,0.6128526974794989,11.0,bajo
6.7222921582732,0.8245213741005206,0.0444584316546401,2.0518052278178662,0.06932494100721594,3.7409738609106684,11.518052278178663,0.9958293408513187,3.5533123525180397,0.6348194772182134,11.0554156834536,bajo
10.888890808472,0.4446561029378286,0.4362963602824,2.198415440674285,0.12753961398314287,32.13755882486858,48.23280514689143,0.9982687828676838,3.3031743015258286,0.7924865074014857,9.830158455932573,bajo
8.873396662868565,0.753418552781504,0.08860482406165343,2.0582322815013545,0.08581022633378046,11.759532463136852,26.0,0.9978194930612936,3.316837105563008,0.48480935073726295,9.741767718498645,bajo
7.909261348890723,1.0254740799301543,0.08465269941659788,2.716317485414947,0.08395369325554639,4.744211656943298,12.511576686113404,0.9963627343547248,3.4760529142358245,0.5846526994165979,10.816317485414945,bajo
6.831896057290309,0.8107738348902673,0.08043118281290726,3.325870968774436,0.06576727598967837,14.043118281290727,29.63792114580618,0.9950996573479226,3.4418960572903092,0.4912935484387218,11.195688171870927,bajo
7.891241587319788,0.8536270061006657,0.014250388277548195,2.1762493528707534,0.08234981880381084,12.76249352870753,27.18753235646235,0.9970874805861226,3.4032509059809457,0.4528748058612259,10.027511648326445,bajo
7.060423496456846,0.923946505710714,0.0,2.080044578574405,0.08540133735723215,15.399108428511902,24.80044578574405,0.9957427645225511,3.5019509635681545,0.5139799396415178,10.55964337140476,bajo
6.670056598207795,0.6204801906272717,0.0,2.152228510911977,0.0636559957638384,6.522285109119772,13.522285109119773,0.9958722408895939,3.490765829267243,0.5943314467264068,10.470056598207796,bajo
7.832095700741392,0.6741976074814653,0.05895892119587648,1.3663130573546833,0.08261008917674934,8.668434713226583,19.66843471322658,0.9967403848329107,3.1691710867830665,1.0426989052379907,9.133686942645316,bajo
6.988651951481116,0.754362140028079,0.2863823417773396,2.047162987870279,0.0854680134499507,3.5283701212972094,10.056740242594419,0.9965189699459526,3.4356740242594417,0.6069859084908046,10.617022072778326,bajo
6.518167915803278,0.871645817253771,0.039270224844590036,2.8290380800524564,0.07645496252590167,16.12732833678689,26.18167915803278,0.9947496121734977,3.51145955031082,0.5369099250518033,11.156366416839344,bajo
6.74063277470802,0.8446960521788223,0.04812655494160405,2.0395781501946533,0.06712406703503757,3.802109249026734,11.395781501946532,0.9958507382371594,3.5478101675875937,0.6360421849805347,11.01873445058396,bajo
8.160221203757686,0.7744751671885677,0.00198893981211562,2.2375688631177395,0.08975137726235478,13.022099331245728,26.110496656228648,0.9977779006687543,3.372872913061945,0.46464085956160317,9.63093906374402,bajo
8.676384380207988,0.7402427208669957,0.21427813570224372,1.833603023185551,0.0982955767540229,26.215929459003817,48.55600503864258,0.9976138736009239,3.341079647295019,0.6876384380207988,9.788798992271483,bajo
6.767731361172242,0.7961670997799302,0.08677313611722416,3.383701778755866,0.06767731361172243,16.290745553110334,29.968059164832752,0.9956401311214642,3.4454955027105343,0.5361343194138792,11.06773136117224,bajo
7.213020234989452,0.6032194190645224,0.520903655348804,2.1434007832981727,0.11278477806765116,3.0868015665963453,9.130202349894518,0.9971296729112156,3.3391141644926163,0.5713020234989451,10.339060704968356,bajo
11.072503311565171,0.5754785998134158,0.6215680984140339,2.1924643330223597,0.07249286660447192,9.849286660447191,48.35642005597527,1.0002423606436546,3.2989818353546627,0.5692464333022359,9.308962346083256,bajo
6.34044214236067,0.9924993431947442,0.007279585624920648,2.153680140970547,0.0817867357291799,16.838231430557318,24.404421423606703,0.9944403693277075,3.5754408287501587,0.5475734714583598,11.191911571527866,bajo
7.871112781613986,0.8584269520766648,0.015179410079354467,2.174700983201076,0.08191627529630124,12.74700983201076,27.264950839946206,0.9970410294960323,3.405418623518494,0.45241029496032276,10.055382302380634,bajo
7.956328898485317,0.7221281133902631,0.024367110151468196,2.8700955291653756,0.08808623336931994,10.867877861746532,26.91376663068006,0.9976781644492426,3.3730458887689334,0.4721835550757341,9.417246673863989,bajo
6.5452607282538615,0.6549130905820462,0.0,4.1415874511114845,0.057754345470897694,10.698261811640922,19.547392717461385,0.994901876018656,3.4462282726455116,0.5615086909417955,11.732108907619208,bajo
7.91743376575427,0.7617163024899822,0.0,2.549052407009431,0.0836811061789039,12.667569136181495,25.00270740854448,0.997314650938825,3.3832972345527406,0.4766215431909253,9.965673950200356,bajo
7.831424518802964,0.756150998275486,0.0,2.6552991238316315,0.08206210858923228,12.566381786827018,24.699145360481054,0.9971669174087675,3.3873447285269194,0.48168091065864915,10.07698003449028,bajo
9.481562711637197,0.9040781355818599,0.2347246973419715,2.987708474424798,0.09763765132901425,11.0,79.22663922269311,0.9996806671181593,3.38877084744248,0.5928809685056913,10.858259079740856,bajo
6.50708666245007,0.6704585487467692,0.0,4.291245887561678,0.05713339599906014,11.008337249941258,20.025011749823776,0.9948921723849142,3.44966651000235,0.5595831375029371,11.790829025064616,bajo
7.900147315649411,0.8293555480428808,0.15395323268221742,2.1303074944136187,0.05978770022345526,12.60614988827237,32.515374720680924,0.9952061204251426,3.425139015641868,0.4481844966481711,10.763542617314013,bajo
6.277377985482858,0.7062117436069092,0.0238420183137922,1.684739450586234,0.07876840366275845,6.0,12.38420183137922,0.9956081141319932,3.5922622014517143,0.6261579816862078,10.007630274706882,bajo
8.799508658898263,0.5580098141001436,0.2889189223572679,2.126289929415698,0.07690171905776153,11.788697882470942,41.159704940901136,0.9972161670305308,3.2889680564674415,0.5194840282337208,9.226289929415698,bajo
9.903390195841872,0.2986439832480239,0.3454237590840408,2.2084745658330895,0.057847456583308934,14.423728291654468,35.661017366676425,0.9961688135238326,3.2545762409159593,0.4967796526664715,9.44406761916252,bajo
8.016519037036861,0.8233923851852554,0.2666961925926277,2.0082595185184307,0.080536868703698,11.0,63.495571111105846,0.9965546899777774,3.286283216666706,0.4845427351851369,9.775221444444709,bajo
11.351185239641858,0.49951058785643077,0.41743307987449413,1.6289319488788538,0.14202370479283716,35.07417763587668,50.88427220448459,0.9982841982939374,3.37594952715696,0.8420621916951107,9.88842722044846,bajo
7.39452179860813,0.9177943392018212,0.13074001367986987,2.0,0.08423834740974309,11.60547820139187,65.42191280556749,0.9959932339647891,3.3263286920835125,0.5526573841670244,9.557808719443253,bajo
7.3,0.5959051083524303,0.03213512131871769,1.6533780329679422,0.07082568327470527,17.320268197807653,42.74729246155119,0.995754796295607,3.363594636043847,0.4874729246155119,9.074729246155119,bajo
9.092321786170022,0.5186676557253884,0.2659453799129414,2.166433993520304,0.05834264025918785,13.328679870406074,34.321699676015186,0.995690215513172,3.3239848181431495,0.4698603961121822,10.004886136073623,bajo
7.526007702076253,0.9682128038441774,0.07054238270120179,2.2375518654537916,0.09005423827012017,11.830320096104435,70.22391817401575,0.9965577874858413,3.3635743923116452,0.6067871961558226,9.722391817401576,bajo
7.529011887170575,0.8647563931995064,0.0,2.1293696723337447,0.08688109017001235,14.412606553325105,25.293696723337447,0.9965886898805237,3.447693360432881,0.4917836474498149,10.165042621330041,bajo
6.934077939212154,1.0296926464040512,0.0,3.415222974421775,0.08263406979237467,5.388268383989872,13.611731616010127,0.9966155307353596,3.614469264640405,0.567178786879291,10.42821213120709,bajo
5.150547389691879,0.6243746092957521,0.12476657797245554,2.077060525429505,0.061570026608263335,8.917578982819798,65.4587894914099,0.9939161381778361,3.7738328898622777,0.569175789828198,12.251239440891686,bajo
7.5,1.0192623470128739,0.07340620750357611,2.780874490042913,0.08546812415007152,5.265937924964239,12.0,0.9960446628909672,3.486812415007152,0.5707468282539337,10.801093112553641,bajo
6.135171771507356,0.8110429816816029,0.07963796047257951,2.036034509520527,0.07510861185822615,10.558619619178927,66.27930980958946,0.9948392235357881,3.5481898023628977,0.5855861961917893,10.733276852259493,bajo
6.867909753137673,0.5949874657135656,0.06660451234311636,3.458085233147753,0.11416170466295507,13.740050137145737,29.700250685728687,0.9970599498628543,3.466206517828946,0.6154105288006049,10.636070192004032,bajo
7.698564931511714,0.7794259726046856,0.3043147596490079,2.6892131008774802,0.10040277459513508,4.3597225404864925,9.906481693657662,0.9979741066650138,3.397986127024325,0.5337407322536935,10.617268592780182,bajo
6.574326687552196,0.6792100460662505,0.0016157975554825232,4.219210122225873,0.05758168711997371,10.806104293342097,19.967684048890348,0.9949213644174203,3.4451526073335526,0.556122085866842,11.72890490755877,bajo
6.616070947849317,0.8973206113438377,0.08279763507168945,2.747621611470313,0.08266675640146096,17.601182464155272,31.720236492831056,0.9965695243222941,3.5144047298566212,0.5979763507168946,11.0,bajo
10.448621181557879,0.527568940922106,0.38243105907789393,2.0934480650466236,0.122738803468541,28.18707230342846,48.943966395639066,0.9980474828921372,3.3306551934953377,0.7160776476947348,9.653275967476688,bajo
8.591654353930105,0.9565995821633967,0.19463687780858374,3.3959810463500917,0.13791346615160022,5.0,14.794436235953404,0.9977122107303348,3.4433074845509504,0.5757496306179032,9.786398328653586,bajo
7.429639041557493,0.4487127072454611,0.16586813990423638,3.439372007724279,0.10511679559400143,14.0,32.35478821257565,0.99662116795594,3.426841436520915,0.6212276243472766,10.53937200772428,bajo
9.813763136851126,0.27261924007159993,0.3247170574239251,2.12008892486575,0.058997776878356244,14.399555375671248,36.799110751342496,0.9960680800323792,3.248645917531325,0.4886681487477625,9.260044462432875,bajo
8.97807939264134,0.7916701328597071,0.04457202277594979,1.7143005693987448,0.0786096030367933,4.076200379599163,13.847599240801674,0.9978323591648819,3.3090500948997907,0.5445720227759498,9.814300569398744,bajo
8.258372278994768,1.0533021768041855,0.01881063654270767,3.3226913752759986,0.08715181316182469,5.940531827135383,10.881063654270767,0.9986726124008832,3.4811893634572924,0.4846478644421845,10.994053182713538,bajo
7.966688753809217,0.5229234308540726,0.3166589361667742,1.958302963512327,0.07708352659583065,24.916804711307606,104.41763297915323,0.9972,3.2266622492381565,0.9450115957498388,9.308319528869239,bajo
7.206813834826578,1.0291383373420695,0.08324650484723306,2.6392788832989087,0.07511022815070148,4.581162621180827,11.581162621180827,0.9958502604854583,3.535811626211808,0.6167534951527669,11.074348786354248,bajo
7.005070482613773,1.0649447310690237,0.055150593110133574,2.1080823448164443,0.06326305654860433,12.080823448164441,30.595882759177798,0.9950424703444933,3.498684717256978,0.4324247034449332,11.254517793304007,bajo
7.3,0.9278684953777572,0.06572219980670817,2.0917251579964695,0.06149649052021183,20.66198736028245,48.91725157996469,0.9969432545381545,3.3199298104042367,0.549172515799647,9.724824526010591,bajo
7.820680136592939,0.44845287531118505,0.44793198634070613,2.698670811259366,0.07694683245037462,20.643276345183722,84.24667702814841,0.9976686863534819,3.333567236548163,0.6925996891555475,9.809675473926152,bajo
9.517459403929488,0.8002978160277041,0.24730133608060917,1.934523638236779,0.13105151593199127,5.0,17.65476361763221,0.9976128552929572,3.23722230215617,0.5251983042166267,9.061905447052885,bajo
9.753848051612298,0.9176924025806149,0.22824171305685004,3.1692320344081986,0.10087914347157498,11.0,82.20881199384898,1.0002615425101062,3.40692320344082,0.6136265182180799,11.052748608294499,bajo
8.012121418390242,1.2503028652878068,0.011774897668292619,2.86536834843902,0.10579652117902452,5.5887448834146305,10.177489766829261,0.9972091787150049,3.4882251023317075,0.4529870395073168,10.958874488341463,bajo
10.976970505182038,0.621104091349409,0.40659295916879473,2.067193148794323,0.07433596574397161,6.0,26.667193148794322,0.9977965771647049,3.13894329204208,0.5777602283735226,10.088643197229317,bajo
7.551962991813364,1.1500687767296127,0.03362590573064483,2.292148032746542,0.09905076353255787,5.0,9.0,0.9955093773277115,3.4423555901760374,0.47205551227995324,10.9,bajo
7.494114420266202,0.7508065244396687,0.0,1.9044141848003486,0.08374986286131358,6.014713949334496,12.029427898668992,0.9966971933785316,3.3408828369600694,0.4913242554401046,9.717656739201395,bajo
9.797217648099295,0.5040456248894499,0.3747913236074471,1.9897606609193228,0.12352587871353737,27.595437511055007,47.24652206012412,0.9980487479416447,3.334791323607447,0.7281413605217207,9.673956618037236,bajo
6.075801230045463,0.6538069295032303,0.02248734899928216,1.6001686800095711,0.08100168680009572,6.0,12.749578299976072,0.9954157337580416,3.579865055992343,0.5874451789968893,9.99983131999043,bajo
6.056825322450738,0.7961898007146191,0.0832288393876745,2.0392989448978858,0.07403134818369764,10.428042204084564,66.21402110204228,0.9947657737397976,3.5661441969383727,0.5842804220408456,10.854060961221778,bajo
5.18084164959785,0.5729590915809806,0.17050029351521828,2.0829164220706513,0.058441730261630624,8.512507337880457,64.65832844141303,0.9939330076313956,3.795790174630974,0.5463331376565213,12.536241928331497,bajo
7.796714056832047,0.7815123004836457,0.22210607013303926,2.0,0.08813816293833149,13.707244407497242,60.17102237001103,0.9966743466444983,3.3272367412333703,0.5829275559250275,9.969081469165747,bajo
9.977708596434995,0.2814445819679011,0.3515815694188996,2.206351182959,0.05763511829590002,14.317559147950007,35.74595268163999,0.9961615940220606,3.2484184305811006,0.49508094636720007,9.407970110303003,bajo
6.729457494108793,0.7598158906618201,0.019263562647280172,1.8036821867635993,0.07822093120581596,6.0,12.0,0.9960265117446979,3.542267407796442,0.6248449385309612,9.940794533091001,bajo
8.053540847520253,0.8085836609918987,0.25929183049594934,2.0267704237601265,0.08174007754440824,11.0,64.6062254256076,0.9966324357797925,3.277953309307943,0.4947237330680696,9.719688728719621,bajo
10.152148123105508,0.2410742915098678,0.36603513020017076,2.2013671964826997,0.057136719648269975,14.068359824134987,35.94531214069201,0.9961446484680412,3.2339648697998293,0.4910937571861598,9.323242340205896,bajo
8.686961409471307,0.6054784563788522,0.2796530537048352,2.709569127577045,0.0867942550343606,17.0,45.698563758590154,0.9974492818792952,3.2682894966387708,0.5077392281894262,9.277392281894262,bajo
6.554142801415544,0.7026399375854093,0.08075143191506735,3.3450859149040415,0.10388629262447255,13.383428794337824,31.0,0.9961834287943379,3.503082856028311,0.5960114553205389,11.123314241132435,bajo
7.228996432567765,0.4876321511336916,0.25587844699646445,6.808452464664121,0.06789300315076605,17.221271775618725,116.20607765017678,0.9965108324870436,3.225191521495875,0.8592339140164994,10.217568939929288,bajo
7.84987504925796,0.7549910749469972,0.022508032547702533,2.625151725901048,0.0837481257388694,13.500178501060056,26.750267751590084,0.9971597715186431,3.380003570021201,0.4750053550318017,9.975133875795041,bajo
10.03501492928952,0.2686412402453489,0.3604482327483407,2.1913165752257644,0.059344524689043644,13.739497256772928,36.6078397341965,0.9962667780017038,3.2369467398193885,0.49347336990969426,9.291316575225764,bajo
6.2222757015117915,0.5577724298488208,0.01755448596976416,1.7903953273721698,0.07460694392023114,6.414850467674528,13.414850467674528,0.9950588215888582,3.5521388784046226,0.6034059812930188,10.431880374139622,bajo
8.471345012886218,0.8796832321197582,0.041783625322155446,1.6630604220359242,0.07417836253221555,6.095516623712608,19.273879155928153,0.9962531189130156,3.26439570972934,0.6152826597940172,9.490448337628738,bajo
6.912961956527825,0.6967210677753299,0.0,3.7898705242891575,0.06477340153464141,11.485837595915088,21.457512787745266,0.995589322890036,3.430566496163397,0.5357081202042456,11.265578644493404,bajo
8.395766592899781,0.42908782423174835,0.15846918675376737,1.826710329565472,0.0663322417608632,15.866448352172641,39.73289670434528,0.995804039296609,3.31710092310139,0.48377850549275786,9.113355164782735,bajo
7.054495114358153,0.7387091772139451,0.012054241616481593,3.6972879191759205,0.06133952698193337,9.55349100602221,19.758915167670366,0.995188588585382,3.4138372751505552,0.5310698201204442,11.269613368874811,bajo
8.320504532850654,0.6342270397827936,0.19794954671493475,1.6435317299545675,0.08266558927058483,23.719274743895603,109.9780055457129,0.997232807252561,3.168201813140261,1.0113259758915418,9.120504532850653,bajo
10.928029122974777,0.44502884879023596,0.4376009707658259,2.2543273185353954,0.12614181703661512,31.988460483905612,48.2514424395118,0.9982646826633074,3.297023994961106,0.7870816925415784,9.82456726814646,bajo
6.664839078215545,0.6150536405948183,0.0,3.7230632262455914,0.05974731797025909,9.901072811896364,18.351609217844548,0.9949596722211375,3.4362634101487046,0.5654946359405182,11.552741382676682,bajo
8.377583774841893,0.8722416225158106,0.14118016556354485,2.5973463576193354,0.06286504884107251,21.24336589404834,49.0,0.9972675890314584,3.2561208112579054,0.5541445529801612,9.679277235099194,bajo
11.439815070404284,0.6251288266991677,0.44885268034126075,1.765337997562423,0.07282668998781211,6.0,26.365337997562424,0.9978478925404144,3.10775159308145,0.5878220667479193,10.22950893447087,bajo
8.435498698258343,0.5468197743647795,0.2854199479303337,2.605599305737783,0.0828969817756168,19.673009546105483,46.48600173565554,0.9971528784031969,3.301310147530721,0.5172900260348332,9.470100607479441,bajo
11.398345188497753,0.4939171985735221,0.4217103775614242,1.62344823389561,0.14296690376995508,35.24965651534048,50.90620706441756,0.9982985656271935,3.3767172472546143,0.8454620949847218,9.890620706441757,bajo
7.743256780556977,0.7504460269772162,0.0,2.7642122122531454,0.08040248057519016,12.462655035949386,24.387965107848157,0.9970154763524861,3.3914937985620246,0.48686724820253074,10.191079460455676,bajo
11.886857815645461,0.6402049813339388,0.49023871350666726,1.415529319421211,0.07077815257969698,6.13310845218181,26.110923710151507,0.9978410054522857,3.0797612864933326,0.5962285938548487,10.422184742030302,bajo
7.3,0.6638440675869125,0.14534861453728032,2.0498165186645894,0.06401100888012465,24.01467850683286,48.49816518664589,0.9964026330907731,3.370220177602493,0.544981651866459,9.850550444006231,bajo
7.780968557431211,0.6804800323899127,0.04190314425687887,3.352336467064169,0.08742863209036704,9.333474877523098,27.571367909632958,0.9975904842787156,3.37523789303211,0.4809515721284394,9.28572641807341,bajo
7.3313714900625016,1.024783747183438,0.08313714900625013,2.948234341056251,0.08768628509937498,4.662742980125002,12.168628509937498,0.9957612154427143,3.5534902807949997,0.60337257019875,11.250588552981249,bajo
7.47688910409158,1.2722227602289506,0.1661997094763667,2.1,0.1299211234852658,4.384445520457901,9.0,0.9955078986926437,3.447677869238922,0.4523221307610784,10.715333656137371,bajo
7.371470014649144,1.0773590757186777,0.0926554294085225,2.8980243087343687,0.08122602911553961,4.816385735213062,11.816385735213062,0.9958220337117745,3.5381638573521306,0.6073445705914775,11.144915720563919,bajo
7.392876080224513,0.5397516049407435,0.04088891975046016,1.6192157407361063,0.07151960648159734,16.903921296319467,41.807842592638934,0.9956172941666626,3.3655163271615756,0.48032026234560177,9.009607870368054,bajo
